SIREN,SIRET,Activité principale de l'établissement,Code postal de l'établissement,Commune de l'établissement,Libellé de la commune de l'établissement à l'étranger,Code commune de l'établissement,Code postal de l'établissement 2,Libellé de la commune de l'établissement 2,Libellé de la commune de l'établissement étranger 2,Code de la commune de l'établissement 2,Dénomination usuelle de l'établissement,Activité principale de l'établissement.1,Dénomination de l'unité légale,Dénomination usuelle de l'unité légale 1,Dénomination usuelle de l'unité légale 2,Dénomination usuelle de l'unité légale 3,Activité principale de l'unité légale,Nomenclature de l'activité principale de l'unité légale,SIRET du siège de l'unité légale,Géolocalisation de l'établissement
879007003,87900700300012,9602BB,59630,DRINCHAM,,59182,,,,,LE COMPTOIR DES FILLES,96.02B,,,,,96.02B,NAFRev2,87900700300012.0,"50.90607, 2.30983"
899579213,89957921300013,,56890,SAINT-AVE,,56206,,,,,,47.99A,,,,,47.99A,NAFRev2,89957921300013.0,"47.692629, -2.743044"
887502227,88750222700010,,45250,OUZOUER-SUR-TREZEE,,45245,,,,,,68.20B,SCI CHEVALLIER ASSOCIES,,,,68.20B,NAFRev2,88750222700010.0,"47.673275, 2.804126"
910976497,91097649700016,,37320,ESVRES,,37104,,,,,,85.52Z,,,,,85.52Z,NAFRev2,91097649700016.0,"47.288641, 0.782395"
790856306,79085630600028,,[ND],GEX,,01173,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,79085630600028.0,"46.347299128, 6.046241081"
519018139,51901813900013,,12330,MURET-LE-CHATEAU,,12165,,,,,,35.11Z,ESPEYROUX SOLAIRE,,,,35.11Z,NAFRev2,51901813900013.0,"44.488574, 2.562782"
991987280,99198728000013,,[ND],MAISONS-ALFORT,,94046,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,99198728000013.0,"48.806206275, 2.438053127"
487526246,48752624600029,,84250,LE THOR,,84132,,,,,,41.10D,LE BLEU DU CIEL,,,,41.10D,NAFRev2,48752624600029.0,"43.924894, 5.007074"
790051072,79005107200029,,73000,CHAMBERY,,73065,,,,,,94.99Z,ASSOCIATION LHASA,,,,94.99Z,NAFRev2,79005107200029.0,"45.564638, 5.921424"
830988846,83098884600010,,55210,VIGNEULLES-LES-HATTONCHATEL,,55551,,,,,,68.31Z,IMMOMAD,,,,68.31Z,NAFRev2,83098884600010.0,"48.981133, 5.702722"
988956280,98895628000016,,64310,SARE,,64504,,,,,LECUONA PEINTURE,43.34Z,,,,,43.34Z,NAFRev2,98895628000016.0,"43.291277, -1.579232"
814894697,81489469700014,,33920,SAINT-SAVIN,,33473,,,,,,43.22A,,,,,43.22A,NAFRev2,81489469700014.0,"45.138876, -0.453046"
992240218,99224021800014,,17200,SAINT-SULPICE-DE-ROYAN,,17409,,,,,,86.90D,,,,,86.90D,NAFRev2,99224021800014.0,"45.671957, -1.010995"
991362922,99136292200015,,22600,TREVE,,22376,,,,,,90.01Z,LES AMIS SONNEURS DES LANDES,,,,90.01Z,NAFRev2,99136292200015.0,"48.209326, -2.771882"
949049928,94904992800011,,37150,BLERE,,37027,,,,,,46.19B,,,,,46.19B,NAFRev2,94904992800011.0,"47.321837, 1.00466"
944413665,94441366500018,,30220,AIGUES-MORTES,,30003,,,,,,94.99Z,AMIS DE L'ORGUE JEANNE DEMESSIEUX D'AIGUES-MORTES,,,,94.99Z,NAFRev2,94441366500018.0,"43.566027, 4.190122"
387510852,38751085200016,,91260,JUVISY-SUR-ORGE,,91326,,,,,,68.20B,SCI BREAVE,,,,68.20B,NAFRev2,38751085200016.0,"48.684822, 2.376887"
940761703,94076170300013,,92150,SURESNES,,92073,,,,,,68.10Z,FRADE INVESTISSEMENT,,,,68.10Z,NAFRev2,94076170300013.0,"48.87628, 2.22764"
987550589,98755058900012,,69580,SATHONAY-VILLAGE,,69293,,,,,,85.51Z,,,,,85.51Z,NAFRev2,98755058900012.0,"45.832912, 4.881235"
924319361,92431936100011,,75002,PARIS,,75102,,,,,,90.01Z,STUPEFIANTES,,,,90.01Z,NAFRev2,92431936100011.0,"48.870094, 2.334893"
420519647,42051964700010,,57160,MOULINS-LES-METZ,,57487,,,,,,90.01Z,LA CADERA,,,,90.01Z,NAFRev2,42051964700010.0,"49.093444, 6.125896"
995052172,99505217200013,,[ND],VAL-D'IZE,,35347,[ND],,,,[ND],68.31Z,[ND],[ND],[ND],[ND],68.31Z,NAFRev2,99505217200013.0,"48.189822063, -1.305068773"
752514604,75251460400012,,61220,BRIOUZE,,61063,,,,,,56.10C,,,,,56.10C,NAFRev2,75251460400012.0,"48.698982, -0.367416"
398024307,39802430700017,,83120,SAINTE-MAXIME,,83115,,,,,,68.20B,LE MARRONNIER,,,,68.20B,NAFRev2,39802430700017.0,"43.305669, 6.622919"
521133629,52113362900027,,[ND],RENNES,,35238,[ND],,,,[ND],81.21Z,[ND],[ND],[ND],[ND],81.21Z,NAFRev2,52113362900027.0,"48.111680407, -1.681868718"
810088724,81008872400010,,71100,CHALON-SUR-SAONE,,71076,,,,,,94.99Z,GRAP 71: GROUPEMENT AUTONOMIE-PREVENTION 71,,,,94.99Z,NAFRev2,81008872400010.0,"46.776032, 4.841622"
980545271,98054527100010,,[ND],PERPIGNAN,,66136,[ND],,,,[ND],96.02B,[ND],[ND],[ND],[ND],96.02B,NAFRev2,98054527100010.0,"42.696441301, 2.898977872"
498743202,49874320200034,4399CZ,[ND],PUY-SAINT-ANDRE,,05107,[ND],,,,[ND],85.51Z,[ND],[ND],[ND],[ND],85.51Z,NAFRev2,49874320200034.0,"44.891257564, 6.566326407"
833020357,83302035700012,8129AZ,76230,BOIS-GUILLAUME,,76108,,,,,FAUNE FLORE ENVIRONNEMENT,01.70Z,FAUNE FLORE ENVIRONNEMENT,,,,01.70Z,NAFRev2,83302035700012.0,"49.466439, 1.102361"
979272994,97927299400018,,63000,CLERMONT-FERRAND,,63113,,,,,DS PLOMBERIE,43.22B,,,,,43.22B,NAFRev2,97927299400018.0,"45.781225, 3.085019"
980702484,98070248400018,,[ND],PARIS,,75112,[ND],,,,[ND],93.29Z,[ND],[ND],[ND],[ND],93.29Z,NAFRev2,98070248400018.0,"48.834961802, 2.421385379"
910533496,91053349600014,4932ZA,01630,SAINT-GENIS-POUILLY,,01354,,,,,TAXIMEDICGEX,49.32Z,,,,,49.32Z,NAFRev2,91053349600014.0,"46.246954, 6.021165"
979904257,97990425700016,,[ND],LUCE,,28218,[ND],,,,[ND],88.99A,[ND],[ND],[ND],[ND],88.99A,NAFRev2,97990425700016.0,"48.435135531, 1.452929463"
791471469,79147146900019,,97133,SAINT BARTHELEMY,,97701,,,,,,68.20B,CHLOE JANE,,,,68.20B,NAFRev2,79147146900019.0,
941764805,94176480500011,,63000,CLERMONT-FERRAND,,63113,,,,,,55.20Z,DAMBA & SOUPIZON,,,,55.20Z,NAFRev2,94176480500011.0,"45.777576, 3.096863"
539404798,53940479800040,4334ZC,17440,AYTRE,,17028,,,,,,43.34Z,EURL L2R,,,,43.34Z,NAFRev2,53940479800040.0,"46.131935, -1.09412"
514003177,51400317700029,,26780,CHATEAUNEUF-DU-RHONE,,26085,,,,,,64.30Z,LBH PARTICIPATIONS,,,,64.30Z,NAFRev2,51400317700029.0,"44.494637, 4.751389"
835080136,83508013600053,,75010,PARIS,,75110,,,,,PERIKO,56.10C,PERIKO,,,,56.10C,NAFRev2,83508013600053.0,"48.881739, 2.366664"
943806828,94380682800019,,13010,MARSEILLE,,13210,,,,,,68.20B,FAMILY LOPINTO,,,,68.20B,NAFRev2,94380682800019.0,"43.268181, 5.41632"
978735181,97873518100015,,82000,MONTAUBAN,,82121,,,,,BC HABITAT,43.34Z,,,,,43.34Z,NAFRev2,97873518100015.0,"43.985201, 1.325315"
982625915,98262591500011,,93290,TREMBLAY-EN-FRANCE,,93073,,,,,,66.30Z,SSC FINANCEMENT,,,,66.30Z,NAFRev2,98262591500011.0,"48.955987, 2.580357"
893525543,89352554300011,,69100,VILLEURBANNE,,69266,,,,,,43.21A,,,,,43.21A,NAFRev2,89352554300011.0,"45.765465, 4.899992"
528892136,52889213600011,,97356,MONTSINERY-TONNEGRANDE,,97313,,,,,,02.40Z,MDL FOREST EURL,,,,02.40Z,NAFRev2,52889213600011.0,"4.929623, -52.46121"
452299092,45229909200034,,57870,WALSCHEID,,57742,,,,,,02.10Z,,,,,02.10Z,NAFRev2,45229909200034.0,"48.642933, 7.157506"
529066326,52906632600099,,69003,LYON,,69383,,,,,,68.32A,IMMO DE FRANCE RHONE ALPES,,,,68.32A,NAFRev2,52906632600099.0,"45.760143, 4.846239"
908983646,90898364600013,,20137,PORTO-VECCHIO,,2A247,,,,,MARU,70.21Z,,,,,70.21Z,NAFRev2,90898364600013.0,"41.627956, 9.290633"
804756187,80475618700014,,24650,CHANCELADE,,24102,,,,,,88.91A,LES PITCHIOUS CHANCELADAIS,,,,88.91A,NAFRev2,80475618700014.0,"45.201271, 0.652001"
949649412,94964941200010,,[ND],SAMADET,,40286,[ND],,,,[ND],47.91B,[ND],[ND],[ND],[ND],47.91B,NAFRev2,94964941200010.0,"43.630331934, -0.491889886"
394385314,39438531400031,5610CQ,13012,MARSEILLE,,13212,,,,,,47.81Z,,,,,47.81Z,NAFRev2,39438531400031.0,"43.304959, 5.416271"
811134097,81113409700013,,34560,POUSSAN,,34213,,,,,LE COCON DE POUSSAN,88.91A,CELINE,,,,88.91A,NAFRev2,81113409700013.0,"43.493454, 3.669614"
500606298,50060629800015,,69007,LYON,,69387,,,,,,66.19A,KINE SPORT LYON CONFLUENCES,,,,66.19A,NAFRev2,50060629800015.0,"45.730627, 4.829006"
995169778,99516977800017,,[ND],LICQUES,,62506,[ND],,,,[ND],86.90F,[ND],[ND],[ND],[ND],86.90F,NAFRev2,99516977800017.0,"50.79588602, 1.93531233"
484349980,48434998000017,,75018,PARIS,,75118,,,,,,94.99Z,ATELIER THEATRE A VOIX NUES,,,,94.99Z,NAFRev2,48434998000017.0,"48.886377, 2.327122"
801616038,80161603800015,,80000,AMIENS,,80021,,,,,,68.20B,SCI RTP,,,,68.20B,NAFRev2,80161603800015.0,"49.891102, 2.301016"
889177135,88917713500015,,,,SHENZHEN 518000,,,,,,,47.91A,SHEN ZHEN SHI YE DE YUN KE JI YOU XIAN GONG SI,,,,47.91A,NAFRev2,88917713500015.0,
905165890,90516589000013,,77181,COURTRY,,77139,,,,,,47.11C,SARL KISSI PRIMEURS,,,,47.11C,NAFRev2,90516589000013.0,"48.91995, 2.608504"
828378984,82837898400011,,30730,GAJAN,,30122,,,,,,68.20B,SERYAN,,,,68.20B,NAFRev2,82837898400011.0,"43.895555, 4.209489"
382711729,38271172900014,,12500,ESPALION,,12096,,,,,,81.10Z,SYND COPRO RESID LE PLO,SYNDIC NORD AVEYRON IMMOBILIER,,,81.10Z,NAFRev2,38271172900014.0,"44.521408, 2.763715"
908809924,90880992400016,,83570,MONTFORT-SUR-ARGENS,,83083,,,,,,94.99Z,LES CREA DE SILINAI,,,,94.99Z,NAFRev2,90880992400016.0,"43.477599, 6.134537"
980675391,98067539100018,,[ND],SALLES,,33498,[ND],,,,[ND],43.29B,[ND],[ND],[ND],[ND],43.29B,NAFRev2,98067539100018.0,"44.541464531, -0.883652019"
922582481,92258248100011,,[ND],MORLAIX,,29151,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,92258248100011.0,"48.600173541, -3.820228895"
493379671,49337967100016,,75012,PARIS,,75112,,,,,,90.03B,,,,,90.03B,NAFRev2,49337967100016.0,"48.849917, 2.378092"
481420305,48142030500015,,86130,DISSAY,,86095,,,,,,68.20B,MOINE-MOTTET,,,,68.20B,NAFRev2,48142030500015.0,
930940374,93094037400018,,75018,PARIS,,75118,,,,,,68.20A,INDIVISION BRULEY-SOTO,,,,68.20A,NAFRev2,93094037400018.0,"48.885829, 2.356756"
428439475,42843947500016,,75017,PARIS 17,,75117,,,,,,94.99Z,ASS  TOASTMASTERS OF PARIS,,,,94.99Z,NAFRev2,42843947500016.0,"48.883669, 2.321616"
814827796,81482779600016,,97139,LES ABYMES,,97101,,,,,,85.59A,ESTEL CONSEIL ET FORMATION,,,,85.59A,NAFRev2,81482779600016.0,"16.254309, -61.51708"
418338471,41833847100018,,,,CITY ROAD LONDRES,,,,,,,56.10C,WYSELINE LTD,,,,56.10C,NAFRev2,41833847100018.0,"44.749654, -0.641251"
881621601,88162160100015,,[ND],SAINT-BALDOPH,,73225,[ND],,,,[ND],70.21Z,[ND],[ND],[ND],[ND],70.21Z,NAFRev2,88162160100015.0,"45.52982362, 5.946150612"
417530938,41753093800014,,81140,PENNE,,81206,,,,,,01.45Z,,,,,01.45Z,NAFRev2,41753093800014.0,"44.092624, 1.753242"
517444733,51744473300011,,[ND],MUGRON,,40201,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,51744473300011.0,"43.740914297, -0.752336943"
910078781,91007878100010,,34350,VENDRES,,34329,,,,,TEST 2022,86.90F,,,,,86.90F,NAFRev2,91007878100010.0,"43.269011, 3.222704"
917526428,91752642800011,,29252,PLOUEZOC'H,,29186,,,,,,94.99Z,PLOUEZOC'H ASSOCIATIONS,,,,94.99Z,NAFRev2,91752642800011.0,"48.639648, -3.822385"
799114772,79911477200012,,13013,MARSEILLE,,13213,,,,,,94.99Z,HOMEER ASSOCIATION DES ETUDIANTS DE LA LICENCE PROFESSIONNELLE MEER,,,,94.99Z,NAFRev2,79911477200012.0,"43.336277, 5.417918"
852109180,85210918000020,,75011,PARIS,,75111,,,,,DS MEDIA,41.20A,DS MEDIA,,,,41.20A,NAFRev2,85210918000020.0,"48.863209, 2.384597"
841308448,84130844800015,,76190,BOIS-HIMONT,,76110,,,,,,47.99A,,,,,47.99A,NAFRev2,84130844800015.0,"49.586011, 0.705242"
887536084,88753608400023,,75005,PARIS,,75105,,,,,,56.10A,VAPOR DISTRIBUTION,,,,56.10A,NAFRev2,88753608400023.0,"48.842845, 2.348409"
830577565,83057756500013,,75016,PARIS,,75116,,,,,,86.22C,SELARL DAMIEN MACE,,,,86.22C,NAFRev2,83057756500013.0,"48.841043, 2.263418"
852608306,85260830600019,,75013,PARIS,,75113,,,,,,68.20A,,,,,68.20A,NAFRev2,85260830600019.0,"48.835286, 2.369777"
808496434,80849643400016,,75001,PARIS,,75101,,,,,,94.99Z,LES AMIES D'HALIMA,,,,94.99Z,NAFRev2,80849643400016.0,"48.860111, 2.344315"
410838569,41083856900011,,93350,LE BOURGET,,93013,,,,,,81.10Z,SYND DE COPROP,,,,81.10Z,NAFRev2,41083856900011.0,"48.931068, 2.424725"
849905468,84990546800013,4932ZB,94240,L'HAY-LES-ROSES,,94038,,,,,HAMZA TRANSPORT,49.32Z,,,,,49.32Z,NAFRev2,84990546800013.0,"48.765614, 2.330137"
801832304,80183230400019,,78400,CHATOU,,78146,,,,,,90.01Z,TOUS EN SCENE,,,,90.01Z,NAFRev2,80183230400019.0,"48.898027, 2.164785"
801212846,80121284600019,,13200,ARLES,,13004,,,,,,47.78C,LES ANGES DE VERRE,,,,47.78C,NAFRev2,80121284600019.0,"43.675742, 4.626797"
511195505,51119550500033,,50200,COUTANCES,,50147,,,,,,69.10Z,BOBIER - DELALANDE - MARIN,,,,69.10Z,NAFRev2,51119550500033.0,"49.049718, -1.443542"
483992301,48399230100018,,44110,VILLEPOT,,44218,,,,,,68.20A,INDIVISION COCHIN,,,,68.20A,NAFRev2,48399230100018.0,"47.775333, -1.275511"
420860942,42086094200085,,81000,ALBI,,81004,,,,,,45.11Z,,,,,45.11Z,NAFRev2,42086094200085.0,"43.928503, 2.14656"
931488225,93148822500018,,85740,L'EPINE,,85083,,,,,,82.11Z,THIRTY KNOTS,,,,82.11Z,NAFRev2,93148822500018.0,"46.985053, -2.281041"
487775330,48777533000037,4322AZ,38430,MOIRANS,,38239,,,,,SOTHERM,43.22A,SOTHERM,SOTHERM,,,43.22A,NAFRev2,48777533000037.0,"45.325224, 5.562536"
981846850,98184685000015,,35380,PAIMPONT,,35211,,,,,MARGE,56.10A,MARGE,,,,56.10A,NAFRev2,98184685000015.0,"48.019081, -2.171463"
351786033,35178603300016,,91940,LES ULIS,,91692,,,,,,68.20B,SCI LOCALIS,,,,68.20B,NAFRev2,35178603300016.0,"48.676805, 2.166139"
531739522,53173952200013,,34070,MONTPELLIER,,34172,,,,,,41.10D,SERRAT D'EN VAQUER,,,,41.10D,NAFRev2,53173952200013.0,"43.576168, 3.860985"
901409656,90140965600013,,49100,ANGERS,,49007,,,,,,41.20A,C Y CONSTRUCTION,,,,41.20A,NAFRev2,90140965600013.0,"47.477281, -0.520779"
944003029,94400302900013,,13012,MARSEILLE,,13212,,,,,ALIMATOU GUEYE,96.09Z,,,,,96.09Z,NAFRev2,94400302900013.0,"43.319769, 5.470647"
791705759,79170575900011,,08120,BOGNY-SUR-MEUSE,,08081,,,,,ECO VIANDES 08,47.22Z,ECO VIANDES 08,,,,47.22Z,NAFRev2,79170575900011.0,"49.856079, 4.739387"
893128785,89312878500019,,44000,NANTES,,44109,,,,,,86.90F,,,,,86.90F,NAFRev2,89312878500019.0,"47.215227, -1.564595"
890719677,89071967700019,8211ZP,[ND],CANNES,,06029,[ND],,,,[ND],82.11Z,[ND],[ND],[ND],[ND],82.11Z,NAFRev2,89071967700019.0,"43.552044865, 7.004779167"
980128516,98012851600013,,[ND],NEUVIC-ENTIER,,87105,[ND],,,,[ND],74.90B,[ND],[ND],[ND],[ND],74.90B,NAFRev2,98012851600013.0,"45.737053207, 1.639309683"
487983538,48798353800017,,44800,SAINT-HERBLAIN,,44162,,,,,,90.03B,,,,,90.03B,NAFRev2,48798353800017.0,"47.237763, -1.596006"
952525293,95252529300017,,[ND],RIVAS,,42185,[ND],,,,[ND],81.21Z,[ND],[ND],[ND],[ND],81.21Z,NAFRev2,95252529300017.0,"45.589046993, 4.250251262"
813469368,81346936800027,,34690,FABREGUES,,34095,,,,,,64.20Z,ECLEO,,,,64.20Z,NAFRev2,81346936800027.0,"43.546956, 3.77756"
792691966,79269196600032,,[ND],TOURCOING,,59599,[ND],,,,[ND],59.20Z,[ND],[ND],[ND],[ND],59.20Z,NAFRev2,79269196600032.0,"50.725815998, 3.159652714"
904807096,90480709600014,4333ZZ,37330,COUESMES,,37084,,,,,,43.33Z,,,,,43.33Z,NAFRev2,90480709600014.0,"47.563874, 0.341815"
883572257,88357225700011,,97120,SAINT-CLAUDE,,97124,,,,,,47.99A,,,,,47.99A,NAFRev2,88357225700011.0,"16.039343, -61.696837"
928287572,92828757200012,,75010,PARIS,,75110,,,,,,68.20A,,,,,68.20A,NAFRev2,92828757200012.0,"48.873654, 2.354837"
825327026,82532702600027,9602AA,54520,LAXOU,,54304,,,,,KN NANCY,96.02A,T'HAIR D'EDEN,,,,96.02A,NAFRev2,82532702600027.0,"48.681914, 6.147681"
402596811,40259681100024,,55500,DAMMARIE-SUR-SAULX,,55144,,,,,,68.20A,SCI CLOS DU PRIEURE,,,,68.20A,NAFRev2,40259681100024.0,"48.596421, 5.238149"
899947899,89994789900014,,75009,PARIS,,75109,,,,,FGN CONSEIL,70.22Z,,,,,70.22Z,NAFRev2,89994789900014.0,"48.881731, 2.330993"
981230246,98123024600010,,55100,VERDUN,,55545,,,,,ML BEAUTY CONCEPT,96.02B,,,,,96.02B,NAFRev2,98123024600010.0,"49.151642, 5.407904"
429070808,42907080800010,,[ND],CHAMONIX-MONT-BLANC,,74056,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,42907080800010.0,"45.931285863, 6.924027486"
843242959,84324295900016,,72100,LE MANS,,72181,,,,,,56.10A,L'ENDURANCE,,,,56.10A,NAFRev2,84324295900016.0,"47.960317, 0.209143"
901755173,90175517300019,4120AZ,93800,EPINAY-SUR-SEINE,,93031,,,,,,41.20A,CORE OF BUILDING,,,,41.20A,NAFRev2,90175517300019.0,"48.951364, 2.330021"
451908099,45190809900018,,73300,FONTCOUVERTE-LA-TOUSSUIRE,,73116,,,,,,85.51Z,,,,,85.51Z,NAFRev2,45190809900018.0,"45.244927, 6.31011"
931288740,93128874000018,,34830,JACOU,,34120,,,,,CAYLUS,41.10A,SAS CAYLUS,,,,41.10A,NAFRev2,93128874000018.0,"43.658388, 3.901586"
908358237,90835823700018,,44600,SAINT-NAZAIRE,,44184,,,,,CJCONSEIL,70.22Z,,,,,70.22Z,NAFRev2,90835823700018.0,"47.248637, -2.280545"
391393667,39139366700012,,59000,LILLE,,59350,,,,,,70.10Z,UNION REGION FOYERS JEUNES TRAVAILLEURS,,,,55.90Z,NAFRev2,39139366700012.0,"50.619157, 3.06699"
538140724,53814072400021,,75006,PARIS,,75106,,,,,,68.20A,,,,,68.20A,NAFRev2,53814072400021.0,"48.844247, 2.329758"
919225441,91922544100022,,[ND],BEZAUDUN-LES-ALPES,,06017,[ND],,,,[ND],62.01Z,[ND],[ND],[ND],[ND],62.01Z,NAFRev2,91922544100022.0,"43.803773081, 7.093057164"
819707340,81970734000017,,30330,CONNAUX,,30092,,,,,,85.52Z,L'ATELIER DES COULEURS,,,,85.52Z,NAFRev2,81970734000017.0,"44.092939, 4.595304"
991671421,99167142100014,,[ND],CUISERY,,71158,[ND],,,,[ND],96.02A,[ND],[ND],[ND],[ND],96.02A,NAFRev2,99167142100014.0,"46.557458757, 4.993133416"
882654114,88265411400017,,[ND],SAINT-MICHEL-CHEF-CHEF,,44182,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,88265411400017.0,"47.175224542, -2.127433953"
823458856,82345885600031,,[ND],MULHOUSE,,68224,[ND],,,,[ND],74.10Z,[ND],[ND],[ND],[ND],74.10Z,NAFRev2,82345885600031.0,"47.748995941, 7.325470674"
799997671,79999767100018,,,,B-6060 CHARLEROI,,,,,,,47.78C,A.C.T.E.S. EUROP EXPRESS,,,,47.78C,NAFRev2,79999767100018.0,"47.796089, 2.269263"
987382009,98738200900015,,31400,TOULOUSE,,31555,,,,,,70.22Z,,,,,70.22Z,NAFRev2,98738200900015.0,"43.587058, 1.448134"
928611805,92861180500013,,92000,NANTERRE,,92050,,,,,,62.01Z,,,,,62.01Z,NAFRev2,92861180500013.0,"48.885114, 2.192445"
890087430,89008743000033,,[ND],PARIS,,75118,[ND],,,,[ND],70.22Z,[ND],[ND],[ND],[ND],70.22Z,NAFRev2,89008743000033.0,"48.892570244, 2.348176243"
394448781,39444878100028,,67000,STRASBOURG,,67482,,,,,,46.52Z,RIMATEC,,,,46.52Z,NAFRev2,39444878100028.0,"48.584783, 7.773686"
512182940,51218294000027,,75002,PARIS,,75102,,,,,,59.11B,,,,,59.11B,NAFRev2,51218294000027.0,"48.869276, 2.345308"
482395639,48239563900016,,37320,TRUYES,,37263,,,,,,68.20B,JICKY,,,,68.20B,NAFRev2,48239563900016.0,"47.274765, 0.830213"
508904083,50890408300013,,97232,LE LAMENTIN,,97213,,,,,,35.11Z,SOLAR 192 EURL,,,,35.11Z,NAFRev2,50890408300013.0,"14.620088, -60.988953"
890636509,89063650900022,,[ND],VILLEBON-SUR-YVETTE,,91661,[ND],,,,[ND],82.99Z,[ND],[ND],[ND],[ND],82.99Z,NAFRev2,89063650900022.0,"48.695926703, 2.235331474"
479581233,47958123300018,,65270,SAINT-PE-DE-BIGORRE,,65395,,,,,,93.12Z,SECTION GYMNASTIQUE VOLONTAIRE,,,,93.12Z,NAFRev2,47958123300018.0,"43.103302, -0.15798"
512506676,51250667600034,,94700,MAISONS-ALFORT,,94046,,,,,,94.91Z,LA VERITABLE LUMIERE,,,,94.91Z,NAFRev2,51250667600034.0,"48.810866, 2.435968"
991168964,99116896400013,,54800,JARNY,,54273,,,,,,70.10Z,MAISON NUANCES,,,,00.00Z,NAFRev2,99116896400013.0,"49.162204, 5.87078"
918078031,91807803100013,,61250,DAMIGNY,,61143,,,,,,47.11B,EPICERIE JARRY,,,,47.11B,NAFRev2,91807803100013.0,"48.442101, 0.07164"
984198986,98419898600015,,75008,PARIS,,75108,,,,,SUPPTY,70.22Z,SUPPTY,,,,70.22Z,NAFRev2,98419898600015.0,"48.878335, 2.312174"
538702226,53870222600019,4120BB,77340,PONTAULT-COMBAULT,,77373,,,,,,41.20B,GIMENEZ ET FILS,,,,41.20B,NAFRev2,53870222600019.0,"48.793508, 2.60992"
523190270,52319027000026,,13390,AURIOL,,13007,,,,,VANELFECROCHET,14.13Z,,,,,14.13Z,NAFRev2,52319027000026.0,"43.358449, 5.648671"
392272258,39227225800014,,12190,COUBISOU,,12079,,,,,,01.49Z,,,,,01.49Z,NAFRev2,39227225800014.0,"44.535918, 2.732844"
921629762,92162976200011,,92100,BOULOGNE-BILLANCOURT,,92012,,,,,,35.11Z,IDEX SOLAR GUYANE,,,,35.11Z,NAFRev2,92162976200011.0,"48.832288, 2.259298"
250301090,25030109000016,,03110,ESCUROLLES,,03109,,,,,,84.11Z,SIVOS D ESCUROLLLES,,,,84.11Z,NAFRev2,25030109000016.0,"46.127331, 3.288462"
485164313,48516431300010,,21000,DIJON,,21231,,,,,,90.01Z,ASS RENCONTRE AUTOUR ORGUE BARBARIE,,,,90.01Z,NAFRev2,48516431300010.0,"47.342901, 5.045077"
821626082,82162608200019,3213ZZ,90380,ROPPE,,90087,,,,,SOUPCON FEERIQUE,32.13Z,,,,,32.13Z,NAFRev2,82162608200019.0,"47.672279, 6.918841"
833756455,83375645500030,,59221,BAUVIN,,59052,,,,,,86.90D,,,,,86.90D,NAFRev2,83375645500030.0,"50.515062, 2.896938"
418219358,41821935800029,,35740,PACE,,35210,,,,,,68.31Z,SPACE IMMO,,,,68.31Z,NAFRev2,41821935800029.0,"48.154391, -1.78663"
789259744,78925974400017,,20215,VESCOVATO,,2B346,,,,,,01.46Z,,,,,01.46Z,NAFRev2,78925974400017.0,"42.492677, 9.438971"
894274364,89427436400013,,44200,NANTES,,44109,,,,,,68.20A,,,,,68.20A,NAFRev2,89427436400013.0,"47.20911, -1.52881"
818810772,81881077200017,,77700,SERRIS,,77449,,,,,,68.20A,LESAGE SEBASTIEN ET HOCDE STEPHANIE,,,,68.20A,NAFRev2,81881077200017.0,"48.857351, 2.78559"
979188349,97918834900018,,[ND],VALENCE,,26362,[ND],,,,[ND],59.11B,[ND],[ND],[ND],[ND],59.11B,NAFRev2,97918834900018.0,"44.922561335, 4.913645994"
844857086,84485708600012,5610CQ,93430,VILLETANEUSE,,93079,,,,,,56.10C,EVA MEDITERRANEA,,,,56.10C,NAFRev2,84485708600012.0,"48.950539, 2.340436"
507608438,50760843800028,,03230,LUSIGNY,,03156,,,,,,82.11Z,,,,,82.11Z,NAFRev2,50760843800028.0,"46.582437, 3.48735"
825129067,82512906700013,,56000,VANNES,,56260,,,,,,68.20B,SCI KPLA INVESTISSEMENTS,,,,68.20B,NAFRev2,82512906700013.0,"47.656545, -2.760061"
520981747,52098174700014,,64000,PAU,,64445,,,,,,70.22Z,,,,,70.22Z,NAFRev2,52098174700014.0,"43.292803, -0.383219"
939555058,93955505800014,,77290,COMPANS,,77123,,,,,,70.22Z,OPTIMOVE CONSULTING,,,,70.22Z,NAFRev2,93955505800014.0,"48.984663, 2.651243"
929601524,92960152400010,,97650,BANDRABOUA,,97602,,,,,BOUTIQUE MAOULI,46.90Z,,,,,46.90Z,NAFRev2,92960152400010.0,"-12.717868, 45.118034"
393444112,39344411200014,,28630,MIGNIERES,,28253,,,,,,90.01Z,ATELIER PHOTOGRAPHIQUE AUDIOVISUEL,,,,90.01Z,NAFRev2,39344411200014.0,"48.363156, 1.43119"
